0	0.000000
2	0.122100
4	0.285970
6	0.502784
8	0.786468
10	1.154363
12	1.628036
14	2.234281
16	3.006356
18	3.985516
20	5.222891
22	6.781817
24	8.740706
26	11.196585
28	14.269460
30	18.107708
32	22.894705
34	28.857025
36	36.274532
38	45.492818
40	56.938555
42	71.138403
44	88.742319
46	110.552301
48	137.557797
50	170.979363
52	212.322458
54	263.443752
56	326.632837
58	404.712923
60	501.164945
62	620.280479
64	767.350194
66	948.896078
68	1172.957590
70	1449.444281
72	1790.570287
74	2211.389739
76	2730.456476
78	3370.636951
80	4160.111883
82	5133.610457
84	6333.931076
86	7813.815172
88	9638.256022
90	11887.343570
92	14659.769656
94	18077.146936
96	22289.330405
98	27480.974200
100	33879.610443
102	41765.603392
104	51484.414195
106	63461.712553
108	78221.996101
110	96411.531668
112	118826.621568
114	146448.430910
116	180485.898752
118	222428.609452
120	274111.936003
122	337797.303738
124	416271.083938
126	512966.441383
128	632113.463564
130	778924.135820
132	959820.250217
134	1182714.213236
136	1457355.030196
138	1795754.594060
140	2212712.917445
142	2726465.272720
144	3359479.535240
146	4139438.592089
148	5100450.770272
150	6284541.207917
152	7743489.375665
154	9541093.090020
156	11755958.007806
158	14484934.566284
160	17847352.641522
162	21990239.075885
164	27094746.199154
166	33384072.415447
168	41133221.165124
170	50681024.949226
172	62444960.138302
174	76939400.307582
176	94798106.181482
178	116801935.505592
180	143912984.392559
182	177316652.888363
184	218473473.972058
186	269182972.083590
188	331662343.235098
190	408643396.797270
192	503491997.497926
194	620355229.934645
196	764342719.999846
198	941750041.040891
200	1160333972.625761
202	1429651646.908001
204	1761478410.907086
206	2170322674.673052
208	2674060255.764483
210	3294715955.140217
212	4059426536.882466
214	5001627215.588053
216	6162513527.565676
218	7592842502.429663
220	9355151886.722343
222	11526494449.452019
224	14201806920.071604
226	17498060857.101192
228	21559376933.512253
230	26563326247.920891
232	32728694170.299217
234	40325046176.487511
236	49684513913.130898
238	61216316808.548088
240	75424654149.771362
242	92930749910.988068
244	114500014187.019196
246	141075508795.903137
248	173819180248.277496
250	214162662889.440887
252	263869873451.227539
254	325114133799.971130
256	400573193874.936523
258	493546309451.500549
260	608098493653.986084
262	749238249245.535889
264	923136552583.474609
266	1137396663751.834717
268	1401386559626.881836
270	1726648524658.534668
272	2127403807673.681641
274	2621174409525.253906
276	3229549187656.532227
278	3979127773536.931152
280	4902683573336.956055
282	6040596701062.397461
284	7442619495471.847656
286	9170051813473.945312
288	11298421209125.669922
290	13920785182180.044922
292	17151799878526.136719
294	21132733136005.988281
296	26037641058171.042969
298	32080978170813.390625
300	39526973895834.523438
302	48701185304706.359375
304	60004731266018.687500
306	73931830338681.500000
308	91091409210149.562500
310	112233726453169.937500
312	138283175656483.281250
314	170378702162174.250000
316	209923600527776.375000
318	258646869979348.562500
320	318678810465228.875000
322	392644164553886.125000
324	483776877566285.312500
326	596061493535001.000000
328	734407369165469.375000
330	904863322857679.000000
332	1114882103765830.000000
334	1373646244126779.750000
336	1692469541913965.250000
338	2085291727615346.000000
340	2569287943170564.000000
342	3165619680969474.000000
344	3900360015792303.500000
346	4805633583083192.000000
348	5921021146181100.000000
350	7295290163605105.000000
352	8988527021006713.000000
354	11074764154158408.000000
356	13645216927187976.000000
358	16812271790251142.000000
360	20714400088600180.000000
362	25522212366737524.000000
364	31445917876563600.000000
366	38744515437366000.000000
368	47737117494412352.000000
370	58816902491542880.000000
372	72468305589441920.000000
374	89288199349620624.000000
376	110011990455152432.000000
378	135545773480291504.000000
380	167005947550020160.000000
382	205768028026277664.000000
384	253526787386563296.000000
386	312370354800463744.000000
388	384871514217893184.000000
390	474200192743614656.000000
392	584262057563488384.000000
394	719869281217303680.000000
396	886950941491435648.000000
398	1092812255126589312.000000
400	1346453979669111040.000000
402	1658965948491992832.000000
404	2044011945294250240.000000
406	2518427117971610624.000000
408	3102954052246588928.000000
410	3823149687988103680.000000
412	4710502730808883200.000000
414	5803810414894627840.000000
416	7150874812485822464.000000
418	8810592856790290432.000000
420	10855531459213742080.000000
422	13375100311299545088.000000
424	16479461093998710784.000000
426	20304344014411476992.000000
428	25016982260706566144.000000
430	30823423844027265024.000000
432	37977540518903881728.000000
434	46792127674093928448.000000
436	57652580508086353920.000000
438	71033744444940288000.000000
440	87520676531640008704.000000
442	107834225555775930368.000000
444	132862549308539437056.000000
446	163699947004458860544.000000
448	201694704705755971584.000000
450	248508045669695979520.000000
452	306186763071557206016.000000
454	377252710782602182656.000000
456	464813064957615669248.000000
458	572696177336910675968.000000
460	705618960099729735680.000000
462	869393120742120357888.000000
464	1071179264069966495744.000000
466	1319799971264602046464.000000
468	1626125544599551737856.000000
470	2003549283506031689728.000000
472	2468573072213247262720.000000
474	3041528882280008253440.000000
476	3747467735863931699200.000000
478	4617254997365425176576.000000
480	5688919882262236889088.000000
482	7009318186944511868928.000000
484	8636180938144554680320.000000
486	10640638533899252662272.000000
488	13110330737629864132608.000000
490	16153238501847736516608.000000
492	19902405158142113480704.000000
494	24521753395364123115520.000000
496	30213252358447256567808.000000
498	37225748230864092790784.000000
500	45865844395271201488896.000000
502	56511306879439795650560.000000
504	69627581206186799661056.000000
506	85788142804174978940928.000000
508	105699570749059750690816.000000
510	130232441119956208189440.000000
512	160459390703942108184576.000000
514	197702015286375987806208.000000
516	243588653034398159994880.000000
518	300125579403742221959168.000000
520	369784726383417739968512.000000
522	455611761377083161313280.000000
524	561359251192786578309120.000000
526	691650733394723833118720.000000
528	852182868615740761571328.000000
530	1049974512421566993661952.000000
532	1293673596754737789665280.000000
534	1593935238561651255934976.000000
536	1963887607431964674490368.000000
538	2419705921117095129513984.000000
